"subject","activity","frequency_of_body_acceleration_jerk_mean (x_axis)","frequency_of_body_acceleration_jerk_mean (y_axis)","frequency_of_body_acceleration_jerk_mean (z_axis)","frequency_of_body_acceleration_jerk_standard_deviation (x_axis)","frequency_of_body_acceleration_jerk_standard_deviation (y_axis)","frequency_of_body_acceleration_jerk_standard_deviation (z_axis)","frequency_of_body_acceleration_magnitude_mean","frequency_of_body_acceleration_magnitude_standard_deviation","frequency_of_body_acceleration_mean (x_axis)","frequency_of_body_acceleration_mean (y_axis)","frequency_of_body_acceleration_mean (z_axis)","frequency_of_body_acceleration_standard_deviation (x_axis)","frequency_of_body_acceleration_standard_deviation (y_axis)","frequency_of_body_acceleration_standard_deviation (z_axis)","frequency_of_body_body_acceleration_jerk_magnitude_mean","frequency_of_body_body_acceleration_jerk_magnitude_standard_deviation","frequency_of_body_body_gyroscopic_jerk_magnitude_mean","frequency_of_body_body_gyroscopic_jerk_magnitude_standard_deviation","frequency_of_body_body_gyroscopic_magnitude_mean","frequency_of_body_body_gyroscopic_magnitude_standard_deviation","frequency_of_body_gyroscopic_mean (x_axis)","frequency_of_body_gyroscopic_mean (y_axis)","frequency_of_body_gyroscopic_mean (z_axis)","frequency_of_body_gyroscopic_standard_deviation (x_axis)","frequency_of_body_gyroscopic_standard_deviation (y_axis)","frequency_of_body_gyroscopic_standard_deviation (z_axis)","time_of_body_acceleration_jerk_magnitude_mean","time_of_body_acceleration_jerk_magnitude_standard_deviation","time_of_body_acceleration_jerk_mean (x_axis)","time_of_body_acceleration_jerk_mean (y_axis)","time_of_body_acceleration_jerk_mean (z_axis)","time_of_body_acceleration_jerk_standard_deviation (x_axis)","time_of_body_acceleration_jerk_standard_deviation (y_axis)","time_of_body_acceleration_jerk_standard_deviation (z_axis)","time_of_body_acceleration_magnitude_mean","time_of_body_acceleration_magnitude_standard_deviation","time_of_body_acceleration_mean (x_axis)","time_of_body_acceleration_mean (y_axis)","time_of_body_acceleration_mean (z_axis)","time_of_body_acceleration_standard_deviation (x_axis)","time_of_body_acceleration_standard_deviation (y_axis)","time_of_body_acceleration_standard_deviation (z_axis)","time_of_body_gyroscopic_jerk_magnitude_mean","time_of_body_gyroscopic_jerk_magnitude_standard_deviation","time_of_body_gyroscopic_jerk_mean (x_axis)","time_of_body_gyroscopic_jerk_mean (y_axis)","time_of_body_gyroscopic_jerk_mean (z_axis)","time_of_body_gyroscopic_jerk_standard_deviation (x_axis)","time_of_body_gyroscopic_jerk_standard_deviation (y_axis)","time_of_body_gyroscopic_jerk_standard_deviation (z_axis)","time_of_body_gyroscopic_magnitude_mean","time_of_body_gyroscopic_magnitude_standard_deviation","time_of_body_gyroscopic_mean (x_axis)","time_of_body_gyroscopic_mean (y_axis)","time_of_body_gyroscopic_mean (z_axis)","time_of_body_gyroscopic_standard_deviation (x_axis)","time_of_body_gyroscopic_standard_deviation (y_axis)","time_of_body_gyroscopic_standard_deviation (z_axis)","time_of_gravity_acceleration_magnitude_mean","time_of_gravity_acceleration_magnitude_standard_deviation","time_of_gravity_acceleration_mean (x_axis)","time_of_gravity_acceleration_mean (y_axis)","time_of_gravity_acceleration_mean (z_axis)","time_of_gravity_acceleration_standard_deviation (x_axis)","time_of_gravity_acceleration_standard_deviation (y_axis)","time_of_gravity_acceleration_standard_deviation (z_axis)"
17,"LAYING",-0.731543115550725,-0.725129828772222,-0.728117324229306,-0.742828687114493,-0.749964811777778,-0.751912140541667,-0.728478930833333,-0.744626054130435,-0.711919763913043,-0.71634016445,-0.717927477590278,-0.733210511652174,-0.753873686897222,-0.755549767381944,-0.723516546,-0.748531171541667,-0.722315687632464,-0.736878986747826,-0.727374887948611,-0.756319836016667,-0.715816774942029,-0.723215007573611,-0.728576196625,-0.741666101869565,-0.750179049722222,-0.756230257027778,-0.715869293384058,-0.73301567757971,-0.716479703940278,-0.722852080058333,-0.722779125826087,-0.723569364531944,-0.731762100341667,-0.731815962927536,-0.721012889111111,-0.738406222347222,-0.749013622972222,-0.755220397301389,-0.741425622304348,-0.724993071251389,-0.7269799238375,-0.721870043781159,-0.708953030370833,-0.7477549235875,-0.728281343090278,-0.730415047456944,-0.725489170810145,-0.729403699180556,-0.733084719454167,-0.729879799047826,-0.708163345277778,-0.744148473994444,-0.730082419736111,-0.728783535291667,-0.727510777550725,-0.723385367597222,-0.728679109113389,-0.730715296078261,-0.723914074046528,-0.740919539833333,-0.734777844745833,-0.739845376022222,-0.714085554288406,-0.709887392029167,-0.718960860295556,-0.728844436055217
17,"SITTING",-0.737910446331818,-0.749851628460317,-0.757318709196825,-0.734361137937879,-0.730392700130159,-0.735840993190476,-0.740603506530303,-0.739037023418182,-0.739623583909091,-0.742647378703175,-0.749724747671429,-0.740221519825758,-0.729371696873016,-0.740741619909524,-0.746025865587302,-0.734507533149206,-0.752461077045455,-0.74975703769697,-0.754437576746032,-0.73696361762381,-0.750547635916667,-0.749051893853968,-0.751211878952381,-0.744420564390909,-0.73270612531746,-0.735595409953968,-0.752672656607576,-0.752679929315151,-0.752434042071429,-0.761860558261905,-0.739367894060606,-0.745627654460317,-0.760322921979365,-0.746294064543939,-0.766728249073016,-0.759609587587302,-0.73526590128254,-0.737224908585714,-0.747640588830909,-0.753539941355556,-0.755460152774603,-0.750165224892424,-0.755069184531746,-0.744737117015873,-0.740631409233333,-0.751061216673016,-0.745343994710606,-0.745951682936508,-0.755099495761905,-0.750966007439697,-0.755345443238095,-0.745738939936508,-0.748850574936508,-0.75312412531746,-0.743356453213939,-0.750914631365079,-0.756925218015873,-0.748349395721212,-0.774575223698413,-0.76224968668254,-0.730590341946032,-0.73853735962381,-0.743719523378788,-0.746525574695238,-0.752244865025397,-0.742190363651515
17,"STANDING",-0.732070504688462,-0.735952183012821,-0.735139758280769,-0.766898503025641,-0.78042503184359,-0.78115412859359,-0.743258772034615,-0.792811729628205,-0.732534715785897,-0.733921555088462,-0.734853470674359,-0.757939607316667,-0.759567668169231,-0.766966117342308,-0.73488190715,-0.788859419262821,-0.738911413920513,-0.78988495175641,-0.740743862675513,-0.789760841385897,-0.735200034448718,-0.743102420115385,-0.74558344175641,-0.781554783134615,-0.786174416012821,-0.791394100602564,-0.72338123564359,-0.741641057996154,-0.772319141422692,-0.773724364320513,-0.774447969532051,-0.734124247904487,-0.739506656521795,-0.741159272205128,-0.720638942111538,-0.733504536385897,-0.783178518760256,-0.790133012723077,-0.790160844384615,-0.73277696487141,-0.739350109284359,-0.739652757075641,-0.73250319594359,-0.754736672696154,-0.744441213166923,-0.749284367478205,-0.7500114875,-0.732500765346154,-0.738295212774359,-0.740105342211026,-0.73294257510641,-0.756160339032051,-0.762078140774359,-0.76201020563359,-0.761109115673077,-0.739117776739744,-0.739929217523077,-0.740765702742308,-0.724069037694872,-0.742162315925641,-0.786676903417949,-0.789695503467949,-0.788595116897436,-0.732819709032051,-0.739989679232051,-0.740215605005128
17,"WALKING",-0.320031158796667,-0.312153285920635,-0.322764990133333,-0.3027937871,-0.297090834284127,-0.281243592133333,-0.313937342655,-0.2928614263,-0.321232046961667,-0.320673495820635,-0.338507121525,-0.32271904795,-0.324024027692064,-0.297162820278333,-0.30366337494127,-0.300590699049206,-0.317856156166667,-0.300635196725,-0.315607331483333,-0.286686007116667,-0.334604831655,-0.321382977850794,-0.308051070697,-0.283564928366667,-0.29375811447619,-0.28553592005,-0.327981975248333,-0.341418117615,-0.300709058206349,-0.281409602083333,-0.300664641555,-0.309985259936508,-0.315509423866667,-0.32094257969,-0.315174074661905,-0.319772123460317,-0.301647886385714,-0.308739801496667,-0.304356052711667,-0.321225386556825,-0.31593946899,-0.330892261233333,-0.31257671571,-0.319465449716667,-0.299581235434921,-0.307218964185,-0.307402386483333,-0.302945483147619,-0.313462714141667,-0.320112799643333,-0.318871289809524,-0.3250546835,-0.30277822181746,-0.285058678283333,-0.288736669366667,-0.311604624914286,-0.31551739295,-0.306110936625,-0.317024100783333,-0.328440649433333,-0.302789254337302,-0.28558886454,-0.279544005498333,-0.322139478412698,-0.302606498553333,-0.301184504013333
17,"WALKING_DOWNSTAIRS",-0.245519446711111,-0.237209398274,-0.275383203416667,-0.152220852894,-0.162296187,-0.200786867604167,-0.277231396311111,-0.184669278273333,-0.265760401935556,-0.291536078711111,-0.274021275642292,-0.196975101751111,-0.165782623,-0.18097123825625,-0.293481703111111,-0.218120720177778,-0.253385225408889,-0.190444913715556,-0.281898566583333,-0.24198670674375,-0.277885917644444,-0.279119830488889,-0.267516126577083,-0.200244364359333,-0.199373611913333,-0.205884372645833,-0.213863090921111,-0.192498384017778,-0.239072858977778,-0.2655851275625,-0.242606622733333,-0.259382759024444,-0.248044754872917,-0.200749870864444,-0.288158127865333,-0.178025138344444,-0.201060707826667,-0.19464574475,-0.217332494575556,-0.264437145953333,-0.28341977954375,-0.235822944315556,-0.260057459372917,-0.216228212256042,-0.271089708548889,-0.273773348645833,-0.276017406695556,-0.216060712928889,-0.1865517260625,-0.193186280342222,-0.226394564652,-0.185314119242222,-0.227832142977778,-0.246705916882708,-0.266326812873333,-0.233320080042222,-0.2605313898125,-0.233296293537111,-0.290015664570833,-0.208584639672917,-0.187913080155556,-0.225755347861458,-0.217212161391111,-0.263449693584444,-0.253963476729167,-0.229666503866667
17,"WALKING_UPSTAIRS",-0.300170636333333,-0.292640306291667,-0.269197606054167,-0.3251163329875,-0.306088746020833,-0.330993789145833,-0.278039479125,-0.307480748395833,-0.296315541333333,-0.295924791466667,-0.294888881866667,-0.337259617970833,-0.291453448610417,-0.295428767260417,-0.258375852335417,-0.30299281071875,-0.27081155125,-0.304169813395833,-0.293870310791667,-0.306649356827083,-0.306083731170417,-0.272671230716667,-0.290095279518292,-0.331863204604167,-0.328755023597917,-0.33760507635,-0.331606077745833,-0.31511545719375,-0.3084191765,-0.3085119125125,-0.331651167208333,-0.2727546129375,-0.262467872652083,-0.256152602139583,-0.355005629116667,-0.28543776726875,-0.315422058672917,-0.329989031416667,-0.331879468100833,-0.260012459529167,-0.25457425870625,-0.261640232791667,-0.329378508583333,-0.307197524375,-0.326331172852083,-0.3237188840625,-0.341442621958333,-0.256724814458333,-0.260305801154167,-0.273726651,-0.3357785490625,-0.319201503220833,-0.347776713204583,-0.3418436353125,-0.356468513833333,-0.264182120254167,-0.291459158520833,-0.274359675460417,-0.346575095960417,-0.26405889676875,-0.346987679877083,-0.313053498342292,-0.311849094708333,-0.2785665718125,-0.281823250172917,-0.267093439508333
18,"LAYING",-0.744468552771212,-0.747454807975758,-0.735690166746032,-0.744244860066667,-0.746401204131212,-0.75199610931746,-0.744915762174242,-0.745522844348485,-0.753190843163636,-0.753938085484849,-0.734950809565079,-0.743397803425758,-0.743127511730303,-0.758454217434921,-0.747359338430303,-0.747113369433333,-0.745752769280303,-0.745580639878788,-0.735547969296825,-0.752031133963492,-0.745656420636364,-0.746896994348485,-0.733576652298413,-0.746458863106061,-0.747961396933333,-0.750542780466667,-0.745275166956061,-0.743753096187879,-0.745856667058333,-0.752589188080952,-0.742158629959545,-0.746473148445455,-0.75192447508254,-0.743713965901515,-0.748027957210606,-0.746625725393939,-0.745999759490909,-0.749106307334921,-0.742228982606061,-0.746449855425758,-0.733359059331746,-0.74233976661,-0.741898490426984,-0.757884725819048,-0.746657424431818,-0.751280715906349,-0.746990258609091,-0.746168254781818,-0.748862797371429,-0.746514144921212,-0.746795095584848,-0.745296787860606,-0.746147233147879,-0.751097614853968,-0.743753741390909,-0.745241463190909,-0.749371338784127,-0.743528938727273,-0.753043470909524,-0.74700949715873,-0.745859521359091,-0.748592277642857,-0.744511297540909,-0.744968055087879,-0.738704972940794,-0.747061029309091
18,"SITTING",-0.704125846788632,-0.701920638652632,-0.702515088350877,-0.752800984315789,-0.757539869403509,-0.751478786296491,-0.706066552421053,-0.750640532578947,-0.704862342607018,-0.706191279435088,-0.701765651396491,-0.758415297828105,-0.758254831403509,-0.752384288947368,-0.70955255262807,-0.751452434526316,-0.733945637468421,-0.747725423964912,-0.731492295692982,-0.752485969035088,-0.704939716175439,-0.702763694026667,-0.700646205447368,-0.752750433321053,-0.755326992315789,-0.752781624968421,-0.703930617828246,-0.771555972891228,-0.756382937638597,-0.75292493392807,-0.755248333352632,-0.763628866268295,-0.777300800127719,-0.778599237578947,-0.723962899824561,-0.777784187936842,-0.755958776601754,-0.75577908037193,-0.755187433936842,-0.735226197508772,-0.752425603468421,-0.752025015340351,-0.698557892866667,-0.758195222221053,-0.736780578070175,-0.722459485078947,-0.723222629140351,-0.779999758142105,-0.781465635222807,-0.777669384284211,-0.701318483366667,-0.770525808349123,-0.755180683505263,-0.737135422958947,-0.736848621057895,-0.777445318545614,-0.776964911414035,-0.780589464036842,-0.706820664919298,-0.764587436175439,-0.754568208075439,-0.755907703787719,-0.752421153635088,-0.748998351491228,-0.760490772242105,-0.763256215649123
18,"STANDING",-0.7670966661625,-0.766314631501389,-0.77287170216,-0.735726471038889,-0.733285465073611,-0.732209546964,-0.766139724245833,-0.734932346222222,-0.766257298201389,-0.767410423119444,-0.776364917527467,-0.730721870484722,-0.734345035075,-0.732670003522667,-0.768507592351389,-0.737904919245833,-0.747836826888889,-0.733172927666667,-0.757934392533333,-0.7352301058,-0.764556975304167,-0.765152062215278,-0.772346810232,-0.732031424693056,-0.734136809343056,-0.733999146554667,-0.762556873163889,-0.735863920619444,-0.734349304805556,-0.73376979612,-0.735928417027778,-0.7412800586625,-0.724847616596,-0.726436099316667,-0.7667766059625,-0.742984944483333,-0.733480805815556,-0.732871776037333,-0.734150501103611,-0.747951112151389,-0.742305333774667,-0.732580665301389,-0.771843655978067,-0.73290875356,-0.749791330326389,-0.758635266546667,-0.765497265341667,-0.727914333380556,-0.724908092624,-0.743419781304167,-0.761770387080556,-0.736911862933333,-0.737976653752778,-0.7445983496,-0.745896884972222,-0.726073772748611,-0.724496085886667,-0.7264055652625,-0.772419624821333,-0.7383730694,-0.738264646111111,-0.733172816293333,-0.732640344856944,-0.7357067111875,-0.734427966574667,-0.740418130509722
18,"WALKING",-0.375735355450877,-0.381494075415789,-0.368154962814815,-0.398995594842105,-0.396971886719298,-0.391137546185185,-0.396550523017544,-0.408397210208772,-0.375191490319298,-0.378394494714035,-0.377859242242593,-0.393435831894737,-0.400194532491228,-0.401243178111111,-0.393753586245614,-0.398574762824561,-0.397845400750877,-0.422251846087719,-0.381135277240741,-0.408844848,-0.371287605307018,-0.372075214617018,-0.386892318366667,-0.392010799247368,-0.385601499684211,-0.404871211333333,-0.383258512757895,-0.402311415,-0.392419265666667,-0.384952953425926,-0.371511166903509,-0.411461563403509,-0.412759006518518,-0.426358133315789,-0.365027620578947,-0.399384067657895,-0.408594619333333,-0.417198613592593,-0.41096370139386,-0.420087413140351,-0.403270739703704,-0.401044899610526,-0.382422484355185,-0.399565579461111,-0.368202147824561,-0.365894754555556,-0.358370536947368,-0.384103206714035,-0.409554242611111,-0.411003190113158,-0.397444014333333,-0.406916304929825,-0.375571723692982,-0.356743458907407,-0.349990113054386,-0.418417446736842,-0.407327911148148,-0.408830574877193,-0.365968082581482,-0.399121131959259,-0.39925216797193,-0.415085153444444,-0.407566005566667,-0.420695813807018,-0.438688692996111,-0.419373324877193
18,"WALKING_DOWNSTAIRS",-0.3533738,-0.358864375566667,-0.374080173375439,-0.382995562796296,-0.405118042372222,-0.400049121753158,-0.391788654666667,-0.343562258,-0.373259350074074,-0.37193364637037,-0.368160028368421,-0.396336347888889,-0.413462346081481,-0.375059892826316,-0.41593220130537,-0.36467462362963,-0.379456679444444,-0.342415727588889,-0.380306589719298,-0.34929173157807,-0.417473257148148,-0.431496730709259,-0.391332923789474,-0.39771081737037,-0.4054685128,-0.355891492210526,-0.37494118272963,-0.39372873497037,-0.355117479222222,-0.350871503205263,-0.350751799666667,-0.404198052561111,-0.378068408807018,-0.385276491925926,-0.35572025142963,-0.372826711351852,-0.360693937685185,-0.347528735835088,-0.331991426909259,-0.413924169837037,-0.372113839297193,-0.409098892162963,-0.396187507403509,-0.387477853210526,-0.352273613988889,-0.35577406095614,-0.357437733907407,-0.411903892777778,-0.371653772245614,-0.356129455051852,-0.379359959833333,-0.397767025018519,-0.365279708368519,-0.381443936545614,-0.364799015037037,-0.408089904944444,-0.376941170894737,-0.387659176266667,-0.365855622666667,-0.374528708289474,-0.335970288101852,-0.333177247280702,-0.329807337748148,-0.445598066166667,-0.407519374,-0.384021218272222
18,"WALKING_UPSTAIRS",-0.457840405921667,-0.451565448142105,-0.444433654181754,-0.39073014516,-0.39887706454386,-0.381596008473684,-0.441038521873333,-0.433461892475295,-0.44910373065,-0.447511205292982,-0.445573692240351,-0.424199346776667,-0.394956698982456,-0.386016184421053,-0.431734415701754,-0.423126175105263,-0.443282184996667,-0.404201340553333,-0.430799218108772,-0.403312781157895,-0.423303931766667,-0.429418032487719,-0.439943561970175,-0.405687546216667,-0.411632295603509,-0.425769261263158,-0.419026263565,-0.432156708804667,-0.407662819280702,-0.414239119473684,-0.417001155856667,-0.455072160122807,-0.434975478666667,-0.425425050666667,-0.449531183655439,-0.433828057701754,-0.378264509673684,-0.399723090063158,-0.418087287933333,-0.440885549385965,-0.439664531919298,-0.436831067883333,-0.420922068631579,-0.440935214384211,-0.431681339421053,-0.428081558175439,-0.452021647516667,-0.45116077777193,-0.450643456757895,-0.447388970266667,-0.418667568614035,-0.431227897859649,-0.411766634875439,-0.414601586175439,-0.438506132966667,-0.434782219859649,-0.428242371192982,-0.448722218016667,-0.447759043666667,-0.435856128929825,-0.402992203952632,-0.407660863842105,-0.423748336771667,-0.416366936778947,-0.407425145257895,-0.430132179933333
19,"LAYING",-0.725889658498272,-0.713406336488452,-0.711974279758119,-0.741632696122346,-0.745276453449762,-0.744788060091667,-0.710699024275309,-0.76197731531358,-0.746496920969136,-0.731451988963333,-0.733586020127381,-0.729685303892593,-0.734385564608333,-0.736783984179762,-0.705748211730952,-0.75958622374881,-0.711300132438272,-0.775392814291358,-0.711276918828571,-0.766437521698452,-0.716637819030864,-0.714969463,-0.712211876177381,-0.754910964839506,-0.760827784615476,-0.75988065817619,-0.747274169724691,-0.724967088965432,-0.796305067027381,-0.797120276496429,-0.790962108328395,-0.719383758255476,-0.7082011776191,-0.721978761641975,-0.760049891892857,-0.719803783160714,-0.784710052353571,-0.78304319081619,-0.789814349638272,-0.712721421409524,-0.710485586752381,-0.703562488183951,-0.752437187525,-0.723155773452381,-0.767930425994048,-0.768206135138095,-0.768575019935802,-0.717279123784524,-0.720417712504762,-0.724720808261728,-0.746744421429762,-0.72224362887619,-0.781594255154762,-0.782874210385714,-0.774545909396296,-0.720187373896429,-0.721239890528571,-0.721668028757284,-0.757703472345238,-0.717894091447619,-0.794892593117857,-0.796310434291667,-0.78704592477284,-0.706564090582619,-0.707963625002381,-0.712190905640123
19,"SITTING",-0.753095538406667,-0.736387049308333,-0.745951403786111,-0.725059561657333,-0.712289715423611,-0.723244662905556,-0.734498903586667,-0.720871997494667,-0.759500452521333,-0.739566216625,-0.741626044233333,-0.718181441550667,-0.714987288638889,-0.719929799529861,-0.717577371495833,-0.725508549067597,-0.720539822465333,-0.722495392950133,-0.719776026113889,-0.726313106527778,-0.737367758368,-0.723652622933333,-0.737181919088889,-0.710343048092,-0.707980376123611,-0.722019526669444,-0.760913785593867,-0.722290608824,-0.741653453847222,-0.745403547694444,-0.754527043325333,-0.706102863573611,-0.711359220235,-0.702391995293333,-0.750089030102778,-0.717831237031944,-0.708654229444444,-0.7203287113875,-0.719102579348,-0.710267976219444,-0.723969269944444,-0.7183562480456,-0.753459480340278,-0.727104525615278,-0.741216114944445,-0.754738723785694,-0.759118982245333,-0.710375867516667,-0.722298353850097,-0.716212846146667,-0.748946809795833,-0.722991552890972,-0.737083904013889,-0.751023597029167,-0.762311563921333,-0.691067290009306,-0.706661511527778,-0.709089705988,-0.750411239506944,-0.722290734311111,-0.725317795534722,-0.729592199611111,-0.731237374933333,-0.718449436084722,-0.722803359381944,-0.714448240489333
19,"STANDING",-0.749222284863889,-0.756227716405333,-0.753259184722222,-0.722836888958333,-0.721872002216267,-0.736961169379167,-0.756954587186111,-0.733031900291667,-0.755672132129167,-0.762740677388,-0.755173351970833,-0.727650880831944,-0.72473610976,-0.729239992283333,-0.7620380400136,-0.731598336297333,-0.746709799875,-0.734277053204167,-0.749684053538889,-0.739877043194444,-0.75402817125,-0.761847029073333,-0.759744014931944,-0.734893740319444,-0.72827590596,-0.737127467972222,-0.742037472122222,-0.725672733659722,-0.724839629330667,-0.730311193694444,-0.731496918668056,-0.726540147353333,-0.736438782508333,-0.730437651083333,-0.747430448188,-0.7091397504,-0.724950964441467,-0.729067393620833,-0.727846182943889,-0.741867327266667,-0.737984018690264,-0.736938968913889,-0.749835011556944,-0.727566454,-0.738394883484,-0.740961816861111,-0.741055116095556,-0.716532413517333,-0.7206398255,-0.718099585520833,-0.752265584065333,-0.719115291926667,-0.7276719917452,-0.728847930048611,-0.731865867518056,-0.71532114744,-0.718855114320833,-0.7183217152125,-0.751682947773611,-0.725899533178194,-0.72441209186,-0.730244342226389,-0.731513726483333,-0.734352575454667,-0.7270986987375,-0.728182903873611
19,"WALKING",-0.0782672632156863,-0.0653304069215686,-0.0578627193759259,-0.105480303509804,-0.0821169006078431,-0.125886299837037,-0.0772640244856863,-0.0699344749137255,-0.0499603331784314,-0.0244776105784314,-0.077145403037037,-0.0801136587717647,-0.0713635880392157,-0.113047804453704,-0.0317828897411765,-0.0719442733170588,-0.12163194754451,-0.10245292258549,-0.100233084272222,-0.0895111334590459,-0.0638035109039216,-0.0748234473039216,-0.0901871085972222,-0.120466417660784,-0.0432839430529412,-0.0810392789777778,-0.0688596779166667,-0.0841634116705882,-0.0416367827843137,-0.0434696566759259,-0.0505205864490196,-0.135265987537255,-0.091510823662963,-0.0825654977139216,-0.00627759262352941,-0.129209228852941,-0.0699605903080392,-0.073204667037037,-0.0735988258039216,-0.0870951533490196,-0.0587026084314815,-0.109270554898039,-0.0504501389518519,-0.0925241938611111,0.00714165834117647,-0.0209440452444444,-0.0256891861176471,-0.0755079506862745,-0.109841342103519,-0.129815551137255,-0.0345020549960784,-0.083721510927451,-0.0256650459235294,-0.0283339228351852,-0.0323322885239216,-0.114559104743137,-0.110458149341111,-0.100132371886667,-0.0417865241944444,-0.0678917873537037,-0.0469542362352941,-0.0606912478259259,-0.0352530912372549,-0.1030411126,-0.0967766360759259,-0.125564356882353
19,"WALKING_DOWNSTAIRS",0.14448029925641,0.13034163374359,0.0916043189128205,0.182173504506462,0.225371081771769,0.231276246984615,0.123879210887179,0.200899037589744,0.0621527313307692,0.0999446237948718,0.103075842871795,0.1213905745,0.214645012487179,0.201902407323846,0.0999680581282051,0.28460578574359,0.0912709144615385,0.197109686923077,0.0994196916666667,0.236316766615385,0.0998220758974359,0.139390723025641,0.0986824652307692,0.190651767589744,0.241493981641026,0.181626693358974,0.104018124053846,0.189209906692308,0.234324059051282,0.166233691307692,0.141199396307692,0.138916706080769,0.166030141284615,0.110285295820513,0.112406194179487,0.218452137653846,0.216128090897436,0.230189511846154,0.121581570579487,0.11238088525641,0.0170654428641026,0.101007238564103,0.127318609094872,0.168097465794872,0.131769737871795,0.161395166666667,0.119627622176923,0.219990753192308,0.212179888769231,0.164145758179487,0.143937093051282,0.266416072128205,0.158904516892308,0.0500693647692308,0.105017697333333,0.167287711067436,0.144166829051282,0.204134370692308,0.083561465974359,0.214736277669231,0.204260948871795,0.147785797512821,0.18332740963641,0.117947815528205,0.104528952487179,0.152609525794872
19,"WALKING_UPSTAIRS",-0.174708482333333,-0.201269407866667,-0.171700411735897,-0.195806069861905,-0.229300181333333,-0.279820064333333,-0.161241055533333,-0.275597091499762,-0.163868840992857,-0.161570297848718,-0.155692351258974,-0.201148306433333,-0.204353769783333,-0.168209435717949,-0.150305677102564,-0.280777673410256,-0.149870955880952,-0.23941923802381,-0.130536848282051,-0.245810973333333,-0.180262800190476,-0.202996452217949,-0.158377406410256,-0.258958628152143,-0.222446728487179,-0.253374636282051,-0.214274305166667,-0.179266258521429,-0.253898429897436,-0.272994075415385,-0.235410876816667,-0.133477555625897,-0.170209433897436,-0.169292317857143,-0.233498856717949,-0.2391169696,-0.273226975666667,-0.275051540166667,-0.239619795214286,-0.169877327358974,-0.121370196264103,-0.0931924124809524,-0.201461692023077,-0.17481635114359,-0.243940960082051,-0.252529475179487,-0.247208789735952,-0.16425398494359,-0.178468717948718,-0.195946034164286,-0.186445244271795,-0.190488089635897,-0.249876420010256,-0.227595657838462,-0.191476310957143,-0.127144505323077,-0.1331831071,-0.168654747704762,-0.195524482571795,-0.196214601738462,-0.215931158269231,-0.239533637420513,-0.231663833690476,-0.108866574833333,-0.092730045848718,-0.0950307981285714
20,"LAYING",-0.73890528670303,-0.750334736256522,-0.743668914724638,-0.743992814268182,-0.733326079869565,-0.718024907014493,-0.739960428242424,-0.747001034163636,-0.740286435592424,-0.744646823376812,-0.743642100347826,-0.751265091221212,-0.725060917627536,-0.734343220623188,-0.752908379120246,-0.745641785507246,-0.743720416242424,-0.740911121878788,-0.741310944147826,-0.734349212172464,-0.738371463140909,-0.733826578518551,-0.740315626521739,-0.746751718239697,-0.734198475731739,-0.73303058537971,-0.7356038915,-0.746624588592424,-0.722247321210145,-0.728688248688406,-0.742714716156061,-0.74616793529,-0.723750065507246,-0.745739393989394,-0.720151809565217,-0.752379502884058,-0.730859307811594,-0.724260892515942,-0.739598811207576,-0.747438670184058,-0.737294920897101,-0.738485100121212,-0.729763205368116,-0.715667732253623,-0.739643041884058,-0.729426681702899,-0.742830893348485,-0.742881722107246,-0.724674193733333,-0.746984945048485,-0.73813071734058,-0.719506397391304,-0.73929602952029,-0.735366267626087,-0.74169726269697,-0.742751341813043,-0.738319436471015,-0.7418575775,-0.719238578743478,-0.73491632913913,-0.74124760657971,-0.752564087443478,-0.744981200742576,-0.751525552710145,-0.73318618186087,-0.734012117501515
20,"SITTING",-0.710927764651515,-0.719098401593939,-0.720492108409091,-0.708037581671212,-0.72912835674697,-0.727333538272727,-0.72902780084697,-0.71950446244697,-0.714999176378788,-0.731939407030303,-0.734318666831818,-0.727802847075758,-0.73329791250303,-0.731317373263636,-0.733560717366515,-0.721638947424242,-0.726752310175758,-0.728825205895455,-0.729173456757576,-0.728228929381818,-0.721498916443939,-0.72827743644697,-0.734423657457576,-0.724145468348485,-0.725738499578788,-0.716908381939394,-0.723588768157576,-0.730902622689394,-0.725724269481212,-0.724506017101515,-0.712185787010606,-0.733730683212121,-0.726793087848485,-0.724323040975758,-0.726345932830303,-0.738542233878788,-0.726416884190909,-0.732213635590909,-0.723040250793939,-0.726657614681818,-0.721007368765151,-0.725369045213182,-0.725864626045455,-0.740887650606061,-0.728277853348485,-0.730259622460606,-0.719719935166667,-0.735492238634848,-0.734400069872727,-0.72885341639697,-0.726839236904545,-0.740177044751515,-0.721890744965151,-0.718756132286364,-0.71921910584697,-0.730238714107576,-0.717976496774242,-0.729551961725758,-0.718342347121212,-0.722514394818182,-0.725369080442424,-0.729457578990909,-0.715434018916667,-0.735073583306061,-0.728324034378788,-0.722094449189394
